,PV(kW),Load(kW)
947,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.7  23.4  35.2  29.7  41.6  49.7  68.3 123.7 149.1
 306.9 302.1 276.7 336.2 431.  590.3 585.7 466.1 664.8 682.1 343.4 734.6
 690.2 910.2 751.3 652.8 769.8 645.3 812.9 764.6 446.9 864.2 782.8 447.4
 521.3 368.9 849.9 600.8 735.1 754.8 699.1 692.6 778.7 750.7 675.3 816.8
 439.4 410.5 587.9 726.4 676.  524.1 357.5 306.1 166.4 116.4 114.4 153.5
 342.9 240.5 104.1  75.8  77.2  42.6  44.8  18.   23.4  22.2  28.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.  143.  153.7  94.8  77.7 119.5 144.9 111.1 106.6  77.9  82.1 110.7
  90.8  86.  103.2  99.7  86.3 105.   90.7 109.6 109.8  72.1 106.7  80.2
 154.3 204.1 200.6 240.9 297.3 369.  365.8 395.9 271.1 403.6 287.2 226.2
 289.3 449.1 313.2 242.7 335.8 395.8 256.6 267.8 237.5 255.  315.8 237.8
 286.  346.  245.3 226.7 312.3 214.4 262.5 217.  238.6 300.2 344.8 353.5
 384.7 360.9 322.9 350.9 388.6 363.8 363.6 416.7 667.3 467.  554.7 641.8
 478.9 684.6 656.6 447.5 448.5 499.9 703.4 512.4 694.5 520.1 498.8 501.4
 626.5 544.4 582.2 512.2 478.8 625.4 408.5 308.4 403.4 403.2 264.2 209.6]"
948,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    10.6   24.6   32.8   33.1   41.7
   69.7   64.   136.   146.7  248.2  328.9  311.1  343.3  337.7  706.4
  705.2  443.4  670.6  624.   381.   875.9  834.9  813.4  700.4 1003.2
  731.5  714.4  853.6  643.4  427.7  875.9  753.3  505.6  576.   349.8
  730.7  578.   602.2  665.4  603.6  834.4  654.5  681.9  694.1  659.6
  535.8  400.4  721.9  500.1  522.8  505.   371.7  320.4  172.6  104.2
  139.5  163.9  313.   249.8  124.    74.8   67.2   32.7   33.6   11.6
   25.3   26.3   22.8    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[132.6 121.6 170.   87.   80.4 135.4 150.6 106.1 147.3  91.2  86.5  86.1
 118.5  95.9 102.2 107.6  77.3 117.3  87.2  95.4 109.   84.6 111.9  76.1
 177.7 171.4 185.4 235.2 272.3 302.9 378.9 360.7 326.5 537.2 337.7 279.4
 332.3 401.6 295.  218.  312.  488.1 267.  304.5 249.9 273.  309.9 299.1
 333.5 347.1 235.9 218.4 253.  222.8 314.6 248.5 303.6 252.5 323.4 392.8
 274.2 281.5 258.2 286.8 413.6 432.3 380.4 350.6 650.6 521.6 582.1 515.3
 435.5 532.3 660.3 383.7 414.6 504.8 634.3 471.3 590.3 539.6 477.3 428.9
 775.1 789.7 669.3 580.9 631.6 652.4 514.3 470.2 416.  393.  361.4 236.4]"
949,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.7  23.7  37.2  29.1  44.7  64.5  84.1 151.7 130.3
 309.8 297.8 310.  267.8 480.4 655.1 577.  421.3 674.3 646.1 326.8 764.1
 830.5 931.3 821.8 660.1 741.7 859.4 793.2 707.7 449.2 786.6 775.5 564.
 627.6 434.5 627.  551.  622.  854.6 697.  743.3 760.1 730.7 624.9 769.2
 383.1 368.1 617.  595.4 565.4 499.2 370.7 319.9 165.1 108.1 124.3 159.3
 290.3 211.7  87.7  75.5  51.3  36.4  42.2  15.5  21.5  32.1  20.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[109.  114.1 157.2  91.6  81.7 117.1 144.2 127.1 115.7  79.6  79.7 105.2
 106.7 103.5 121.5 101.8  91.9 103.1  88.2 121.1 104.1  80.8  94.8 104.3
 177.2 187.5 186.2 226.3 248.1 378.9 354.2 361.2 360.5 425.2 329.7 199.6
 271.8 359.6 342.1 269.5 364.9 417.8 308.7 245.6 244.9 248.6 308.  340.
 249.7 371.6 260.5 239.6 159.6 209.1 298.4 279.8 321.8 298.6 364.5 316.1
 286.9 333.8 342.3 319.4 406.  354.5 349.4 408.9 577.9 441.2 621.8 497.9
 495.4 565.5 558.9 444.5 397.4 739.6 765.3 404.3 591.5 567.7 569.1 513.8
 634.5 680.4 527.9 581.7 559.6 603.3 493.2 470.9 418.9 332.7 279.  223.4]"
950,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.6  25.2  33.5  25.6  47.7  57.3  62.3 139.8 137.8
 265.  371.3 272.8 282.  356.1 594.  633.2 457.3 672.  623.2 321.6 930.4
 805.4 896.3 647.1 803.1 735.4 741.2 736.3 810.7 443.8 750.1 608.9 443.1
 565.4 432.3 704.6 581.1 773.5 897.  644.2 879.6 632.3 813.9 698.2 687.5
 451.1 389.5 635.3 579.  593.2 510.8 373.7 283.8 137.3 110.9 110.1 157.6
 246.8 202.2 105.9  77.6  64.   32.6  31.4  14.4  25.1  24.5  23.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[126.1 108.7 139.9  79.9  76.5 122.6 117.2 118.6 137.4 101.1  91.1  92.9
 102.3 100.2 103.1  96.   92.6 110.9  92.4 109.9 113.   76.2 124.3  89.3
 172.  156.9 184.1 215.9 293.4 397.2 405.9 411.3 348.4 409.6 270.9 240.7
 353.9 422.7 290.2 290.4 295.5 401.7 279.1 280.7 300.  290.8 355.6 306.7
 293.6 338.4 220.8 264.7 273.7 282.9 308.8 285.7 255.3 283.1 336.2 379.8
 374.3 383.7 269.1 404.4 374.3 376.8 394.5 406.8 561.3 412.8 605.5 557.1
 469.8 668.5 556.6 504.1 434.6 629.4 688.3 425.6 603.7 477.6 564.7 447.3
 754.  644.9 564.7 524.3 656.7 647.  416.4 380.8 401.9 334.7 305.1 246.1]"
951,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.9  28.9  34.5  26.8  43.6  67.2  66.8 126.1 136.4
 244.9 374.6 305.4 287.1 472.7 624.4 660.3 584.8 634.3 559.7 305.7 839.1
 731.9 910.2 688.3 899.2 741.6 723.5 803.6 710.4 384.7 835.  679.2 498.4
 585.7 516.6 933.1 587.4 603.4 812.6 706.2 894.7 730.4 660.2 609.8 826.2
 369.2 379.4 594.2 552.9 581.8 520.7 414.3 282.6 185.5 106.9 116.2 154.4
 283.7 247.5  98.1  83.6  58.9  38.5  35.7  14.6  23.8  25.1  24.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[120.3 149.6 147.6  91.6 101.9 108.8 155.7 128.8 135.5  94.9  96.  103.7
 110.2 105.6  99.4 105.4  73.   97.6  62.8  94.7 127.8  93.  130.3  99.5
 135.8 179.6 180.8 240.  219.9 325.5 388.7 369.7 280.4 450.9 311.6 251.8
 279.9 414.  296.  263.4 344.8 444.6 289.8 234.3 290.5 248.6 248.7 276.2
 291.1 349.9 228.4 266.9 291.  195.6 232.9 270.9 267.2 326.1 338.8 376.7
 375.3 323.  246.1 371.5 412.  446.8 447.9 451.4 633.4 508.1 591.7 569.3
 515.2 641.9 629.9 407.2 411.9 527.7 582.8 434.5 594.9 521.5 566.6 401.
 771.1 659.2 577.8 486.1 546.7 628.  351.3 459.  410.4 303.7 305.8 257.1]"
952,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.8  32.6  28.6  41.8  52.6  70.4 109.3 124.1
 295.1 332.7 282.1 351.5 383.9 664.5 645.8 535.  647.  543.8 305.6 690.3
 875.7 951.5 696.9 860.8 757.7 735.5 677.9 698.3 431.8 857.3 666.2 359.6
 513.2 512.5 754.1 591.  620.4 758.4 798.4 705.3 726.3 738.4 756.  760.4
 432.3 343.1 667.2 535.7 612.6 554.6 389.7 238.4 191.7 116.8 112.  190.2
 279.7 274.6 114.   82.8  66.9  32.6  39.9  14.3  22.5  23.9  27.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 88.6 153.5 152.2 108.2  77.7 135.5 128.2 117.  119.7  84.5  80.1  80.4
 103.4  99.9  97.2 100.1 110.2 106.5  95.9 112.1 120.8  72.5 125.5  96.1
 180.5 191.8 176.3 194.2 272.7 286.1 419.1 417.5 317.5 469.1 310.8 242.7
 303.3 377.8 346.7 283.1 337.1 393.5 266.5 275.6 287.7 279.7 309.7 328.
 287.6 361.7 287.2 269.4 257.1 207.1 288.4 278.  270.9 268.3 404.7 438.1
 358.8 355.1 275.6 326.8 421.9 449.3 381.8 428.3 580.2 369.6 541.1 668.6
 480.4 609.3 593.6 402.2 412.8 473.7 640.4 450.9 571.6 583.6 555.8 421.
 727.8 655.  594.4 516.4 604.  666.9 363.6 484.3 372.7 405.5 289.8 231.9]"
953,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  21.7  38.9  28.7  34.7  67.1  66.4 131.3 131.2
 283.6 260.5 277.8 364.7 464.1 538.9 646.7 553.  650.5 591.2 345.  704.7
 950.1 874.  714.3 837.  754.4 791.4 638.7 801.8 436.  862.  681.1 386.2
 657.7 439.4 816.1 551.4 682.9 776.9 692.8 738.9 539.2 820.2 792.9 766.6
 426.9 401.8 643.7 522.6 549.9 511.6 327.9 329.2 114.8 102.7 117.8 164.6
 343.8 221.5 102.6  69.5  67.1  40.1  37.5  14.   25.5  27.7  19.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[114.1 142.  163.2  99.3  82.8 139.2 146.5 125.1 152.7  96.4  79.6 101.2
 127.9  93.7  91.3  86.9  91.6  79.   86.1 111.2 110.9  93.2 131.4 103.5
 138.1 181.3 205.5 218.  216.9 346.1 333.6 283.8 265.2 556.2 321.8 252.3
 249.4 366.3 302.8 202.5 340.6 398.3 267.7 289.3 349.5 307.8 340.  282.3
 306.3 351.9 185.5 281.8 228.9 222.2 258.4 271.7 309.7 288.2 388.8 406.6
 331.1 364.2 342.8 346.8 440.9 383.7 380.2 387.5 572.  474.3 606.4 512.2
 450.4 671.9 635.1 375.7 476.1 642.  675.8 459.5 544.1 543.3 541.1 424.4
 723.6 692.5 597.  573.2 575.9 693.7 367.4 427.3 440.8 423.  294.5 238.5]"
954,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.4  26.   30.8  27.6  43.9  59.5  60.6 134.8 137.7
 297.  303.4 283.8 342.3 431.  502.  615.7 473.6 630.8 577.5 341.8 906.2
 859.1 842.2 882.2 729.8 653.  690.7 685.  771.2 496.7 747.2 681.7 458.5
 570.2 483.4 805.  559.6 646.3 870.2 701.8 811.  655.4 763.8 711.3 804.5
 458.7 422.3 683.  638.  577.9 547.8 255.5 318.1 147.7 118.2 125.6 174.9
 347.4 256.9  86.3  66.7  60.3  32.9  42.   14.1  22.2  25.2  24.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[112.4 124.6 139.  119.7  76.  120.5 147.5  97.6 103.8  92.8  87.4  94.9
 115.3  83.7  99.4  87.   86.  106.8  79.5 110.  105.6  84.7 117.1  80.3
 162.9 199.4 197.7 251.5 282.2 346.4 421.3 359.8 322.8 421.6 261.1 215.4
 286.1 316.5 358.4 261.7 351.2 451.8 310.3 260.9 269.6 320.6 336.2 304.4
 344.5 343.  217.8 234.7 205.3 240.2 333.  246.  304.4 319.1 283.4 400.3
 331.9 345.  260.6 263.2 403.6 393.  339.9 511.7 605.6 490.6 761.7 571.4
 578.4 619.1 525.  432.6 389.9 620.9 579.5 449.8 644.  620.5 559.1 450.8
 766.4 603.7 584.9 508.7 558.1 599.8 457.9 375.  414.  360.8 293.6 275.8]"
955,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    11.5   18.    29.8   30.5   45.
   51.8   61.5  125.7  109.8  254.   335.7  302.7  305.4  440.7  593.6
  639.2  432.5  662.   639.7  311.   872.8  754.  1019.7  805.1  819.2
  658.5  757.6  613.2  815.3  411.7  895.1  679.5  394.7  601.3  416.4
  726.6  561.9  702.2  766.   693.7  685.9  648.9  694.9  722.1  853.9
  401.1  363.4  687.3  611.2  502.1  563.9  356.1  323.4  164.8   98.9
  136.3  168.5  268.5  251.6  106.1   74.9   62.4   32.    33.2   14.5
   29.3   24.9   22.6    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[ 85.  105.7 161.8 107.  105.1 135.6 121.2 112.5 146.8  94.4  85.   95.8
 100.9 100.6  92.6  80.   72.7 103.3  82.9 106.2 101.8  80.  109.9  94.2
 145.3 162.4 162.4 170.3 273.4 390.5 399.4 364.4 325.  468.6 349.2 232.8
 321.2 398.6 314.8 177.2 344.6 386.2 306.4 276.9 351.8 282.4 317.5 325.2
 265.1 335.6 247.3 233.7 222.  228.3 290.7 218.3 289.1 330.6 362.  389.5
 269.6 356.3 333.1 356.6 364.  381.8 405.8 373.4 635.1 501.9 512.6 499.4
 607.6 716.2 576.6 508.9 415.7 493.5 557.1 394.5 595.1 444.3 562.2 440.6
 704.3 681.6 595.8 551.7 686.3 711.6 374.2 357.9 360.6 356.3 349.4 219.9]"
956,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  25.8  29.8  26.4  41.6  61.2  69.  144.2 137.
 294.8 291.4 296.  290.2 455.  702.4 772.4 444.6 573.8 644.  294.2 761.9
 887.2 980.8 757.2 924.8 692.4 908.2 645.3 699.3 425.4 829.5 713.4 433.3
 624.7 459.5 836.1 561.1 671.1 712.9 751.9 779.3 563.2 601.9 861.3 673.5
 446.  327.8 553.4 587.7 547.2 589.3 302.8 263.  145.3 109.4 126.1 166.2
 290.7 266.1  86.8  96.1  70.1  42.9  34.5  16.7  20.7  25.3  25.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[119.2 146.4 132.9 113.   92.4 140.3 130.1 125.8 137.2 109.1  74.7  90.4
 105.2  85.6 104.5  88.8  75.4 107.7  76.8 132.6 115.   70.4 104.6  85.
 150.7 215.1 177.8 171.  282.8 314.9 427.7 400.5 317.8 472.1 300.7 230.8
 316.6 432.1 308.6 249.9 272.2 439.9 253.4 284.4 289.8 292.6 271.  256.9
 310.2 331.4 258.5 246.7 212.4 250.2 301.  294.2 308.4 292.8 306.8 368.9
 273.3 318.9 248.1 320.9 304.2 411.6 309.2 383.4 635.1 405.8 634.7 485.4
 485.3 611.6 562.4 421.2 365.6 479.7 699.3 508.2 681.4 506.5 561.1 380.3
 742.3 611.7 575.8 610.2 530.2 646.1 447.9 430.8 350.4 358.5 333.7 243.8]"
957,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    11.8   25.4   30.5   24.2   34.6
   73.3   59.2  130.5  155.1  302.2  306.1  260.7  282.5  532.1  579.2
  561.1  430.7  585.9  574.5  291.1  788.9  896.5  818.7  792.5  752.3
  865.6  860.3  766.9  696.6  491.5 1023.1  781.   432.2  555.2  484.6
  791.   570.7  655.6  836.5  601.3  808.1  818.6  632.3  714.6  733.2
  409.9  396.9  623.2  630.6  509.3  550.4  310.3  328.4  184.4   90.3
  111.3  162.4  317.4  237.2   98.3   81.7   64.4   33.9   40.5   11.7
   23.1   25.1   20.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[102.6 119.9 147.1 103.8  92.1 141.5 130.8 127.2 147.1  76.2 102.5 108.6
 103.2  99.5 100.1  96.6  75.   97.6  86.6 105.8 107.9  96.2 124.3  90.7
 149.6 184.2 160.8 210.4 247.7 322.6 319.  363.8 286.5 408.5 308.2 270.1
 282.8 346.7 339.9 273.6 303.1 411.7 262.4 216.2 343.5 289.6 367.  295.3
 318.8 396.1 221.7 237.9 264.9 219.8 304.6 230.7 327.8 258.9 315.1 410.9
 312.4 299.1 298.1 363.8 478.3 384.3 383.5 302.2 623.9 573.9 683.8 559.6
 547.3 624.7 658.  399.9 469.9 570.  594.1 497.4 623.3 576.  510.6 502.3
 751.1 780.9 496.9 646.  527.5 665.7 384.2 411.9 414.4 327.1 338.  238.6]"
958,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.2  22.   37.7  28.7  46.4  59.2  71.4 142.2 137.4
 255.4 389.8 290.7 313.  441.1 607.9 600.4 453.3 564.9 591.3 325.4 802.2
 745.3 880.9 776.5 791.1 738.4 758.9 772.9 799.9 380.  809.  723.3 592.9
 540.1 429.9 862.8 535.9 737.3 643.3 634.7 720.8 697.3 561.5 645.5 641.1
 482.5 355.9 572.  599.9 625.5 524.6 317.4 266.5 183.3 106.8 130.  174.9
 375.8 263.6 113.8  88.   68.1  37.3  36.5  14.7  27.1  28.7  22.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[109.4 131.2 149.9  86.7  83.2 148.9 135.8 105.9 146.3 109.2  92.5 101.8
 105.2  96.  100.6  98.1  91.6 103.4  88.5 106.  122.8  81.   96.7  94.8
 159.8 196.5 199.5 212.  272.9 338.8 403.4 364.7 297.5 479.1 256.  212.8
 291.3 307.8 307.1 255.6 307.5 443.8 278.6 220.6 285.2 234.7 288.1 315.6
 337.6 311.1 210.6 236.9 234.1 236.2 281.  307.9 240.4 320.3 417.1 404.8
 320.3 327.2 312.7 391.4 449.  401.7 346.9 396.1 677.5 580.9 574.2 564.1
 480.5 658.3 544.1 438.2 379.6 573.5 717.9 473.7 571.3 438.4 595.6 449.4
 701.  620.2 601.5 658.3 553.9 657.3 436.2 476.7 379.8 304.1 287.8 282. ]"
959,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.   23.4  36.1  28.   40.   51.9  55.  127.6 151.9
 300.7 288.7 239.7 387.2 397.2 589.3 590.7 468.6 626.6 626.2 358.6 892.1
 842.3 809.5 789.6 919.4 747.9 841.3 658.6 623.1 455.4 773.3 792.3 446.9
 542.2 474.5 900.8 513.  719.6 710.1 762.5 798.9 788.6 712.  735.9 573.9
 448.7 376.2 669.1 601.1 634.9 496.6 401.9 316.  162.5  95.6 124.1 162.5
 328.9 256.8  92.7  87.3  64.6  39.6  37.9  17.   24.7  27.5  23.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.9 120.7 138.5  92.8  87.6 126.9 123.5 126.8 136.6  87.8 100.1 104.1
 105.1  98.1  71.   94.8  81.2 106.   74.3 111.  120.6  77.6 101.6  84.2
 128.6 194.6 199.8 221.4 237.8 248.  383.9 308.8 336.4 494.3 250.3 230.8
 335.6 343.7 339.4 254.8 318.2 424.9 289.4 264.9 305.9 276.8 294.  275.8
 301.9 334.  235.5 235.4 246.7 227.6 245.9 273.6 272.4 297.  361.5 293.7
 315.6 294.4 290.  353.7 387.9 395.5 321.3 448.6 712.  496.2 739.1 477.3
 375.  518.6 633.  438.7 406.2 579.  702.5 428.6 604.6 585.6 568.2 369.7
 637.8 685.7 519.9 652.8 470.4 639.3 452.7 430.9 366.3 390.6 354.9 206.4]"
960,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    11.9   19.3   32.9   26.1   42.9
   47.5   69.5  126.1  143.9  286.8  288.9  296.4  290.9  424.2  602.3
  733.   527.3  614.5  709.6  332.   776.3  831.3 1050.3  778.3  888.9
  823.7  705.4  579.   774.   516.8  778.8  685.3  499.9  636.7  443.6
  803.8  602.1  634.3  679.3  654.6  766.6  694.6  817.3  767.9  657.9
  421.9  411.3  570.9  581.6  632.2  642.8  363.5  310.7  163.9   96.7
  121.4  168.3  331.9  237.6  104.5   75.    69.    37.5   33.6   14.8
   26.5   26.2   23.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[103.4 139.4 158.  102.1  86.7 154.1 126.8 108.4 123.4 110.2  81.9  94.8
 106.6 106.9  93.6 104.2  81.1 100.   79.2  80.3  99.3  92.2 118.1  91.6
 150.6 188.9 170.  181.7 310.4 270.3 398.4 325.2 306.5 489.2 306.5 255.4
 271.  356.7 318.1 281.9 344.7 423.1 317.  238.8 286.6 294.7 337.4 309.2
 261.1 388.5 146.5 238.4 255.8 232.4 255.3 272.5 320.  314.6 330.3 320.1
 318.  304.4 316.4 401.1 398.1 396.4 287.6 437.6 654.3 439.1 558.9 654.1
 456.1 699.3 611.8 481.7 430.4 498.  732.5 377.9 625.1 563.3 550.8 446.4
 837.  734.3 555.1 574.6 569.2 630.5 406.7 392.8 374.3 413.1 295.3 285. ]"
961,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.6  21.8  34.6  31.3  43.3  59.9  59.7 106.6 114.1
 267.1 352.5 281.  288.9 488.2 578.9 617.3 573.7 618.9 661.7 333.9 699.2
 783.3 854.1 744.4 702.3 691.7 937.2 819.7 790.  426.9 796.4 667.9 438.3
 723.9 459.  850.3 528.2 809.  783.2 728.2 835.4 841.1 781.6 807.9 801.1
 466.5 312.6 706.1 609.2 623.1 586.9 236.3 217.1 142.5 124.4 108.2 178.8
 290.6 239.3  93.2  77.5  74.7  39.8  37.2  13.4  23.7  28.9  24.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 99.9 107.  152.4  90.5  83.6 125.8 152.5 107.3 173.3  92.3  91.5 118.7
 115.3  94.8 113.3 107.8  95.  114.   87.1 113.9 112.   79.1 110.4  89.7
 142.4 169.7 157.8 184.9 326.2 356.9 396.4 409.6 302.9 490.  319.  290.1
 288.2 425.5 305.9 206.5 399.9 386.5 280.7 260.9 292.8 242.6 335.2 272.6
 340.1 387.6 217.5 224.4 265.3 207.4 329.9 274.  255.9 249.6 411.  340.7
 272.5 325.1 336.9 313.4 379.5 442.1 440.2 394.4 608.1 452.2 574.7 589.9
 509.3 645.  614.2 454.  514.8 580.7 639.4 553.2 630.1 568.4 550.2 469.1
 739.1 741.9 638.9 641.3 605.1 570.  412.6 352.6 455.2 321.9 326.2 221.8]"
962,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.3  23.8  37.5  26.6  43.9  56.2  61.5 126.1 135.8
 272.6 344.8 328.2 318.2 418.2 626.  615.6 514.4 623.5 548.5 314.  865.3
 809.5 930.4 709.7 735.3 697.7 718.4 667.6 740.2 401.4 694.6 856.5 440.2
 616.8 494.4 753.4 489.  703.2 714.8 777.4 759.5 727.3 681.8 788.3 778.4
 404.1 285.3 665.9 587.1 631.2 503.9 331.7 338.7 193.1 112.7 113.6 170.
 347.1 244.4  93.8  65.6  66.7  34.4  37.6  14.6  22.8  30.   20.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[126.5 135.6 155.9 125.4  84.1 128.7 140.  104.8 112.7  98.2  96.7  95.6
 102.   83.7  97.5  96.2  71.9 113.9  72.5 105.5 109.1  70.7  93.7  76.
 162.4 167.5 180.3 232.3 256.4 370.5 401.6 345.3 323.4 503.1 332.4 258.9
 283.1 359.6 324.5 249.5 280.1 382.7 231.  262.9 303.7 294.1 351.7 329.2
 308.1 342.8 268.  228.4 259.9 237.2 358.8 314.  299.7 244.8 322.5 339.6
 314.5 334.6 308.8 354.  423.  338.9 380.2 377.  730.9 472.  677.7 555.4
 491.4 703.3 468.6 445.2 481.  591.4 678.1 388.2 483.8 554.5 739.5 458.4
 835.  629.5 657.2 541.8 579.2 797.  371.2 429.9 386.7 377.2 306.3 250.2]"
963,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.8  23.2  34.7  29.3  44.5  61.4  74.  136.7 133.4
 278.  341.2 294.6 336.3 363.  657.7 648.  532.9 666.6 587.3 296.6 793.4
 722.9 890.6 778.1 814.1 666.5 747.6 700.6 714.3 324.1 755.4 652.4 435.8
 628.4 505.4 777.1 549.6 660.  835.3 690.8 873.5 784.2 761.4 815.9 720.5
 484.  414.2 736.  642.  545.2 506.  258.  295.4 189.2 103.4 101.1 208.1
 290.7 237.8  98.5  69.6  58.7  34.4  38.2  14.5  21.5  32.3  23.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 97.8 125.6 140.9  99.6  97.3 131.5 157.6 123.7 153.4  93.6 103.1 105.6
 116.7  97.   94.1 102.6  72.2 110.3  80.8 106.8 108.5  87.  102.7  89.1
 141.1 188.5 205.8 225.2 287.9 304.3 352.  363.6 334.1 376.8 323.7 196.5
 334.2 405.4 348.4 275.4 338.5 443.  287.  291.2 240.9 285.2 281.4 296.4
 278.9 350.8 279.4 213.2 286.1 246.3 247.6 236.  258.8 273.5 317.3 350.1
 293.9 329.  279.6 343.7 457.6 349.8 441.7 448.4 526.  406.6 605.8 627.7
 543.7 649.2 560.8 383.3 413.4 751.7 721.8 506.3 635.7 615.9 531.1 486.9
 679.7 685.3 595.6 582.1 585.2 645.2 423.8 437.8 416.6 446.  304.6 225.8]"
964,"[   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.    11.6   21.6   33.6   31.4   44.2
   64.9   68.2  148.9  131.3  257.3  264.9  336.1  298.   414.3  683.5
  625.7  476.8  517.3  644.2  303.5  931.7  799.2 1055.3  659.   816.1
  937.1  832.7  801.9  883.7  445.6  782.1  838.9  496.7  701.9  495.9
  938.3  515.6  661.1  590.2  745.4  636.2  765.   677.   800.   721.3
  496.8  349.7  721.   550.7  525.5  499.1  317.   266.9  129.6  106.4
  138.8  159.3  292.9  291.7   93.1   87.6   72.6   38.6   36.2   12.4
   21.    27.9   22.5    0.     0.     0.     0.     0.     0.     0.
    0.     0.     0.     0.     0.     0. ]","[101.9 115.  165.5 101.9  77.7 136.8 138.9 124.2 131.7 104.8  79.9  99.6
 108.4  92.5 101.3  93.8  84.8 103.6  65.6 102.2 120.3  89.5  99.6 101.
 129.1 161.5 216.7 197.4 274.5 349.  325.9 384.1 304.5 472.2 325.7 242.1
 270.8 299.3 295.7 227.2 360.7 389.1 279.5 246.8 308.6 250.7 289.2 257.9
 297.9 377.1 250.8 220.8 286.3 246.6 291.6 310.4 303.5 330.3 376.9 439.5
 290.6 347.4 273.7 308.6 418.1 416.5 387.  460.8 568.4 463.1 660.7 482.7
 419.2 633.6 583.8 421.  422.  504.2 614.  470.2 511.2 486.8 588.2 460.6
 636.7 659.5 614.1 634.9 548.8 636.9 317.6 432.6 324.9 365.9 284.2 289.8]"
